submitted,hash,description
2020-10-08 15:29:14, 242202277fee717799f685b3a544e20e, trojan Ursnif
2020-10-09 16:41:53, 1810810848934beaa8bb188be96d3711, malware fileless
2020-10-09 16:41:53, 9df7633877da59b1eb4dcee03479160e, malware fileless
2020-10-09 16:41:53, 0b82485b6bbb3aec9dba3bbbc5a4d04b, malware fileless
2020-10-09 16:41:53, dfd2147a425cbb72759b0bb82523a2a0, malware fileless
2020-10-09 16:52:44, 1814403c852608c1d8a99487ece2b967, malware Emotet
2020-10-09 16:52:44, a6ee43aaa4f9e48985fdec575099f3d5, malware Emotet
2020-10-09 16:52:44, 9d41b954e4d8fc322795b34de35f9c8e, malware Emotet
2020-10-09 16:52:44, 53fd57b159cc3137cd91efa9ee4e104d, malware Emotet
2020-10-09 16:52:44, 5ad73100380bef4c3fa7294b41f7f7c2, malware Emotet
2020-10-09 16:52:44, 6af30863a1612016c4b31d74286f0c2a, malware Emotet
