8e90ed33c7ee82c0b64078ea36ec95f7420ba435c693b3b3dd728b494abf7dfc,Hafnium
2f0bc81c2ea269643cae307239124d1b6479847867b1adfe9ae712a1d5ef135e,Hafnium
a291305f181e24fe7194154b4cd355ccb039d5765709c80999e392efec69c90a,Hafnium
511df0e2df9bfa5521b588cc4bb5f8c5a321801b803394ebc493db1ef3c78fa1,Hafnium
b75f163ca9b9240bf4b37ad92bc7556b40a17e27c2b8ed5c8991385fe07d17d0,Hafnium
4edc7770464a14f54d17f36dc9d0fe854f68b346b27b35a6f5839adf1f13f8ea,Hafnium
811157f9c7003ba8d17b45eb3cf09bef2cecd2701cedb675274949296a6a183d,Hafnium
65149e036fff06026d80ac9ad4d156332822dc93142cf1a122b1841ec8de34b5,Hafnium
e044d9f2d0f1260c3f4a543a1e67f33fcac265be114a1b135fd575b860d2b8c6,Hafnium
2b9838da7edb0decd32b086e47a31e8f5733b5981ad8247a2f9508e232589bff,Hafnium
feb3e6d30ba573ba23f3bd1291ca173b7879706d1fe039c34d53a4fdcdf33ede,Hafnium
dd29e8d47dde124c7d14e614e03ccaab3ecaa50e0a0bef985ed59e98928bc13d,Hafnium
201e4e9910dcdc8c4ffad84b60b328978db8848d265c0b9ba8473cf65dcd0c41,Hafnium
5a5f4a1c7dbac3e1ac900f43415f378e88a7b591aff730d9715b62d6d782bdde,Hafnium
733b4d5174669caab2bbcc9bfe51606a13346b70af59fccea4f479d1fde7b5d7,Hafnium
f517526fc57eb33edb832920b1678d52ad1c5cf9c707859551fe065727587501,Hafnium
910fbfa8ef4ad7183c1b5bdd3c9fd1380e617ca0042b428873c48f71ddc857db,Hafnium
fdec933ca1dd1387d970eeea32ce5d1f87940dfb6a403ab5fc149813726cbd65,Hafnium
fbeefca700f84373509fd729579ad7ea0dabdfe25848f44b2fbf61bf7f909df0,Hafnium
3df23c003d62c35bd6da90df12826c1d3fdd94029bf52449ba3d89920110d5ec,Hafnium
737752588f32e4c1d8d20231d7ec553a1bd4a0a090b06b2a1835efa08f9707c4,Hafnium
7e07b6addf2f0d26eb17f4a1be1cba11ca8779b0677cedc30dbebef77ccba382,Hafnium
bf53b637683f9cbf92b0dd6c97742787adfbc12497811d458177fdeeae9ec748,Hafnium
a70931ebb1ce4f4e7d331141ad9eba8f16f98da1b079021eeba875aff4aeaa85,Hafnium
c25a5c14269c990c94a4a20443c4eb266318200e4d7927c163e0eaec4ede780a,Hafnium
db093418921aae00187ae5dc6ed141c83614e6a4ec33b7bd5262b7be0e9df2cd,Hafnium
904fbea2cd68383f32c5bc630d2227601dc52f94790fe7a6a7b6d44bfd904ff3,Hafnium
b9dbdf11da3630f464b8daace88e11c374a642e5082850e9f10a1b09d69ff04f,Hafnium
c4aa94c73a50b2deca0401f97e4202337e522be3df629b3ef91e706488b64908,Hafnium
10bce0ff6597f347c3cca8363b7c81a8bff52d2ff81245cd1e66a6e11aeb25da,Hafnium
d8b5eaae03098bead91ff620656b9cfc569e5ac1befd0f55aee4cdb39e832b09,Hafnium
f8d388f502403f63a95c9879c806e6799efff609001701eed409a8d33e55da2f,Hafnium
69ce57932c3be3374e8843602df1c93e1af622fc53f3f1d9b0a75b66230a1e2e,Hafnium
0993cc228a74381773a3bb0aa36a736f5c41075fa3201bdef4215a8704e582fc,Hafnium
893ddf0de722f345b675fd1ade93ee1de6f1cad034004f9165a696a4a4758c3e,Hafnium
56101ab0881a6a34513a949afb5a204cad06fd1034f37d6791f3ab31486ba56c,Hafnium
3daeb12a380cfb1a408426890a04f66f65f2d7b325f0e13182fbbf631590ac60,ChinaChopper Backdoor
06dcf8fc7c5075d1a536bdd18434b4c8d360d1777c753ca89aa4f4d0510e7964,Exploit-CVE2021-27065
